username,credit,role,uid,permission,gradepoint
sharpview,192,中级农民-加分请看右边栏-多参与|分享|记录|反馈,3903,50,0 个
dboy1221,20,新农上路-加分请看每个版右边栏,399,10,0 个
fangfiona,209,中级农民-加分请看右边栏-多参与|分享|记录|反馈,519,50,0 个
mibaby,55,新农上路-加分请看每个版右边栏,116,10,0 个
violet,75,新农上路-加分请看每个版右边栏,351,10,0 个
xperzy,3025,高级农民,811,80,0 个
Julius,421,中级农民-加分请看右边栏-多参与|分享|记录|反馈,885,50,0 个
Geeceelol,824,勤奋农民-感谢提供高质量信息和讨论,1118,80,0 个
goldzinc,176,中级农民-加分请看右边栏-多参与|分享|记录|反馈,308,50,0 个
prisoner33,633,勤奋农民-感谢提供高质量信息和讨论,1516,80,0 个
Franc,264,中级农民-加分请看右边栏-多参与|分享|记录|反馈,673,50,0 个
goenitzming,617,勤奋农民-感谢提供高质量信息和讨论,132,80,0 个
eric,55,新农上路-加分请看每个版右边栏,639,10,0 个
lgpublic,167,中级农民-加分请看右边栏-多参与|分享|记录|反馈,727,50,0 个
thomas_yangzj,383,中级农民-加分请看右边栏-多参与|分享|记录|反馈,27,50,0 个
Fitz,158,新农上路-加分请看每个版右边栏,442,10,0 个
fly7496,76,新农上路-加分请看每个版右边栏,594,10,0 个
mather09,332,中级农民-加分请看右边栏-多参与|分享|记录|反馈,2029,50,0 个
uchihakakashi,30,新农上路-加分请看每个版右边栏,1409,10,0 个
蓝天麦子,35,新农上路-加分请看每个版右边栏,2907,10,0 个
keepprogressing,203,中级农民-加分请看右边栏-多参与|分享|记录|反馈,1606,50,0 个
benny,4091,高级农民,1652,80,0 个
熊笨笨,291,中级农民-加分请看右边栏-多参与|分享|记录|反馈,680,50,0 个
我有小海胆,860,勤奋农民-感谢提供高质量信息和讨论,2639,80,0 个
hkustliqi,1006,高级农民,512,80,0 个
crazylu,177,新农上路-加分请看每个版右边栏,2981,10,0 个
走聪明,30,新农上路-加分请看每个版右边栏,1758,10,0 个
churchillyh,1172,高级农民,592,80,0 个
止水,191,新农上路-加分请看每个版右边栏,3051,10,0 个
寂静的海,66,新农上路-加分请看每个版右边栏,3026,10,0 个
schideng,20,新农上路-加分请看每个版右边栏,3042,10,0 个
Nathan_Tong,19,新农上路-加分请看每个版右边栏,3178,10,0 个
simonjin,2519,职场达人,831,80,0 个
sunnyroom,705,勤奋农民-感谢提供高质量信息和讨论,4507,80,0 个
tonyparker,34,新农上路-加分请看每个版右边栏,1167,10,0 个
xiaopig,240,中级农民-加分请看右边栏-多参与|分享|记录|反馈,1019,50,0 个
lhy1987,1213,高级农民,2271,80,0 个
chriswoo,257,中级农民-加分请看右边栏-多参与|分享|记录|反馈,6547,50,0 个
Freja,7699,农民代表,6534,80,0 个
tracy1989,1179,高级农民,3401,80,0 个
shashabooy,222,中级农民-加分请看右边栏-多参与|分享|记录|反馈,5479,50,0 个
themoonus,170,中级农民-加分请看右边栏-多参与|分享|记录|反馈,1082,50,0 个
egnaro,125,中级农民-加分请看右边栏-多参与|分享|记录|反馈,1438,50,0 个
zodiacie,801,勤奋农民-感谢提供高质量信息和讨论,571,80,0 个
machus,1598,高级农民,686,80,0 个
∑W,265,中级农民-加分请看右边栏-多参与|分享|记录|反馈,515,50,0 个
charlenechloe,594,勤奋农民-感谢提供高质量信息和讨论,6870,80,0 个
tntleft,1531,高级农民,623,80,0 个
backtou,778,勤奋农民-感谢提供高质量信息和讨论,251,80,0 个
naige,59,新农上路-加分请看每个版右边栏,2885,10,0 个
Jaden09,3497,撼地神牛,5001,80,0 个
gyxd123456,272,中级农民-加分请看右边栏-多参与|分享|记录|反馈,9796,50,0 个
yuyong05,268,中级农民-加分请看右边栏-多参与|分享|记录|反馈,5989,50,0 个
浪漫存在,149,中级农民-加分请看右边栏-多参与|分享|记录|反馈,1181,50,0 个
joha,95,新农上路-加分请看每个版右边栏,15097,10,0 个
hknini,1242,高级农民,7043,80,0 个
jinjin,1108,高级农民,16478,80,0 个
kenanwang,254,中级农民-加分请看右边栏-多参与|分享|记录|反馈,5814,50,0 个
werer,499,中级农民-加分请看右边栏-多参与|分享|记录|反馈,8130,50,0 个
nzu,1406,高级农民,6597,80,0 个
jipiao18,709,勤奋农民-感谢提供高质量信息和讨论,10207,80,0 个
kjwlegend,685,勤奋农民-感谢提供高质量信息和讨论,7362,80,0 个
zheji,1279,高级农民,15930,80,0 个
fisherl,145,新农上路-加分请看每个版右边栏,27350,10,0 个
vause1211,188,新农上路-加分请看每个版右边栏,13254,10,0 个
ljfljf2006,668,勤奋农民-感谢提供高质量信息和讨论,9203,80,0 个
greenphoto,359,中级农民-加分请看右边栏-多参与|分享|记录|反馈,28209,50,0 个
wang072711,1723,高级农民,14202,80,0 个
Djokovic,1050,高级农民,38386,80,0 个
七夜雪,462,中级农民-加分请看右边栏-多参与|分享|记录|反馈,9601,50,0 个
aaronnicholas,6364,农民代表,9987,80,0 个
厚瓜瓜,184,中级农民-加分请看右边栏-多参与|分享|记录|反馈,38503,50,0 个
Huan,699,勤奋农民-感谢提供高质量信息和讨论,6444,80,0 个
pguan,4400,撼地神牛,1291,80,0 个
MontagueHu,1880,职场达人,339,80,0 个
zxmmxz,243,中级农民-加分请看右边栏-多参与|分享|记录|反馈,39688,50,0 个
zzxx53,1154,高级农民,39855,80,0 个
gz1204,251,中级农民-加分请看右边栏-多参与|分享|记录|反馈,26332,50,0 个
jessica1206,538,勤奋农民-感谢提供高质量信息和讨论,1764,80,0 个
quattrodonkey,394,中级农民-加分请看右边栏-多参与|分享|记录|反馈,25999,50,0 个
kuyu2001,592,勤奋农民-感谢提供高质量信息和讨论,1583,80,0 个
XO酱,2158,高级农民,1422,80,0 个
skipyoung,215,中级农民-加分请看右边栏-多参与|分享|记录|反馈,10331,50,0 个
ViolaNightray,-30,潜水一族-请阅读论坛左上角新农必入区说明按规矩报到,18443,0,0 个
chenhan0206,423,中级农民-加分请看右边栏-多参与|分享|记录|反馈,69068,50,0 个
吃撑的懒懒龟,228,中级农民-加分请看右边栏-多参与|分享|记录|反馈,68783,50,0 个
雨日羽,-1,潜水一族-请阅读论坛左上角新农必入区说明按规矩报到,71379,0,0 个
wertyfg,1693,高级农民,69733,80,0 个
13inteeth,96,新农上路-加分请看每个版右边栏,65896,10,0 个
Jade_feng,175,中级农民-加分请看右边栏-多参与|分享|记录|反馈,71048,50,0 个
i4er,92,新农上路-加分请看每个版右边栏,71117,10,0 个
davidchai,95,新农上路-加分请看每个版右边栏,67014,10,0 个
zjsmwht,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,60489,1,0 个
郝好好1988,141,中级农民-加分请看右边栏-多参与|分享|记录|反馈,51603,50,0 个
xiaoyaoren,563,勤奋农民-感谢提供高质量信息和讨论,71234,80,2 个
shuangli1991,64,新农上路-加分请看每个版右边栏,69202,10,0 个
萌萌的萝卜,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,71685,1,0 个
danazhu2012,120,中级农民-加分请看右边栏-多参与|分享|记录|反馈,66851,50,0 个
flyaway25,475,中级农民-加分请看右边栏-多参与|分享|记录|反馈,69814,50,0 个
ivan6209,150,中级农民-加分请看右边栏-多参与|分享|记录|反馈,70436,50,0 个
akun1012,358,中级农民-加分请看右边栏-多参与|分享|记录|反馈,48639,50,0 个
whiter,87,新农上路-加分请看每个版右边栏,72463,10,0 个
areyoufooled,412,中级农民-加分请看右边栏-多参与|分享|记录|反馈,69516,50,0 个
Cross_Dream,377,中级农民-加分请看右边栏-多参与|分享|记录|反馈,71610,50,0 个
Driftingsand,90,新农上路-加分请看每个版右边栏,48914,10,0 个
luokuihaoa,184,中级农民-加分请看右边栏-多参与|分享|记录|反馈,72598,50,0 个
★steven★,561,勤奋农民-感谢提供高质量信息和讨论,53652,80,0 个
mitchelllc,120,中级农民-加分请看右边栏-多参与|分享|记录|反馈,72647,50,0 个
toweraaa,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,68633,50,0 个
hot_1214,517,勤奋农民-感谢提供高质量信息和讨论,54004,80,0 个
谷满,134,中级农民-加分请看右边栏-多参与|分享|记录|反馈,69756,50,0 个
jxymixer,92,新农上路-加分请看每个版右边栏,69537,10,0 个
守夜人查理,89,新农上路-加分请看每个版右边栏,70027,10,0 个
GER,570,勤奋农民-感谢提供高质量信息和讨论,66073,80,0 个
catalpaa,116,中级农民-加分请看右边栏-多参与|分享|记录|反馈,67924,50,0 个
litian0218,95,新农上路-加分请看每个版右边栏,52844,10,0 个
xingqing1900,97,新农上路-加分请看每个版右边栏,70413,10,0 个
tinatan3,139,中级农民-加分请看右边栏-多参与|分享|记录|反馈,70524,50,0 个
留意西,99,新农上路-加分请看每个版右边栏,54812,10,0 个
qinyixu1008,118,中级农民-加分请看右边栏-多参与|分享|记录|反馈,70619,50,0 个
printboo,113,中级农民-加分请看右边栏-多参与|分享|记录|反馈,45836,50,0 个
tly00191,-121,潜水一族-请阅读论坛左上角新农必入区说明按规矩报到,70800,0,0 个
germany2005,198,中级农民-加分请看右边栏-多参与|分享|记录|反馈,70500,50,0 个
cheyuanlove,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,70333,1,0 个
bupth,244,中级农民-加分请看右边栏-多参与|分享|记录|反馈,64608,50,0 个
zpy,165,中级农民-加分请看右边栏-多参与|分享|记录|反馈,39016,50,0 个
rdfz12,5,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,66884,1,0 个
alexbeta20,146,中级农民-加分请看右边栏-多参与|分享|记录|反馈,50516,50,0 个
zyavatar,239,撼地神牛,53631,80,0 个
iagfmd,222,中级农民-加分请看右边栏-多参与|分享|记录|反馈,63759,50,0 个
FEFL007,155,中级农民-加分请看右边栏-多参与|分享|记录|反馈,68486,50,0 个
走路的酸菜,178,中级农民-加分请看右边栏-多参与|分享|记录|反馈,68113,50,0 个
影子集合地,168,中级农民-加分请看右边栏-多参与|分享|记录|反馈,68510,50,0 个
senm,-10,潜水一族-请阅读论坛左上角新农必入区说明按规矩报到,68574,0,0 个
cindyjo,96,新农上路-加分请看每个版右边栏,55855,10,0 个
风调雨顺,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,68631,1,0 个
allen3wsy,455,中级农民-加分请看右边栏-多参与|分享|记录|反馈,59016,50,0 个
boblee,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,68910,1,0 个
回不去的明天,93,新农上路-加分请看每个版右边栏,53274,10,0 个
gordon_zhang,306,撼地神牛,69000,80,0 个
coolkesword,-1,潜水一族-请阅读论坛左上角新农必入区说明按规矩报到,67867,0,0 个
dfphoenix,97,新农上路-加分请看每个版右边栏,69612,10,0 个
davexuke,1364,高级农民,46624,80,0 个
believemu,303,中级农民-加分请看右边栏-多参与|分享|记录|反馈,25910,50,0 个
1peter,644,勤奋农民-感谢提供高质量信息和讨论,61792,80,3 个
终葵云竹,49016,超级版主,43065,255,0 个
看星的馨馨,14975,超级版主,61371,255,6 个
夜落莺知,120,中级农民-加分请看右边栏-多参与|分享|记录|反馈,63190,50,0 个
dhx65521,296,中级农民-加分请看右边栏-多参与|分享|记录|反馈,61494,50,0 个
pauljing,184,中级农民-加分请看右边栏-多参与|分享|记录|反馈,62107,50,0 个
weeks_wang,104,中级农民-加分请看右边栏-多参与|分享|记录|反馈,54884,50,0 个
yujintong001,132,中级农民-加分请看右边栏-多参与|分享|记录|反馈,60159,50,0 个
孤独,125,中级农民-加分请看右边栏-多参与|分享|记录|反馈,65865,50,0 个
jymiracle,835,勤奋农民-感谢提供高质量信息和讨论,63497,80,0 个
huhuqumeiguo,237,中级农民-加分请看右边栏-多参与|分享|记录|反馈,44721,50,0 个
Ivy_0511,107,中级农民-加分请看右边栏-多参与|分享|记录|反馈,44000,50,0 个
yekea,51,新农上路-加分请看每个版右边栏,40706,10,0 个
rz805,5753,农民代表,41148,80,0 个
rongrong,573,勤奋农民-感谢提供高质量信息和讨论,44125,80,0 个
buaawelldon,128,中级农民-加分请看右边栏-多参与|分享|记录|反馈,92342,50,0 个
no190,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,96156,50,0 个
tl0710,101,中级农民-加分请看右边栏-多参与|分享|记录|反馈,89167,50,0 个
summerjaycn,98,新农上路-加分请看每个版右边栏,95710,10,0 个
yzhxh,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,39360,1,0 个
rabbitphy,91,新农上路-加分请看每个版右边栏,96616,10,0 个
hzhua,71,新农上路-加分请看每个版右边栏,73762,10,0 个
doomcrafter,113,中级农民-加分请看右边栏-多参与|分享|记录|反馈,85421,50,0 个
serean,119,中级农民-加分请看右边栏-多参与|分享|记录|反馈,96509,50,0 个
xuchkang171,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,94199,1,0 个
核电厂老板,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,93594,1,0 个
programassem,104,中级农民-加分请看右边栏-多参与|分享|记录|反馈,96907,50,0 个
woshinixianren,-3,潜水一族-请阅读论坛左上角新农必入区说明按规矩报到,53793,0,0 个
xqsuccess,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,97254,1,0 个
joestc0547,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,104752,1,0 个
阅人间里番无数,106,中级农民-加分请看右边栏-多参与|分享|记录|反馈,102807,50,0 个
EroicaCMCS,4051,版主,88416,150,11 个
reachael,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,105238,1,0 个
concentration,96,新农上路-加分请看每个版右边栏,41230,10,0 个
judedon,0,邮箱已验证-请做新人报到论坛左上角新农必入回复新人贴,76180,1,0 个
QiaoWei,21,新农上路-加分请看每个版右边栏,79756,10,0 个
jono_zaogao,114,中级农民-加分请看右边栏-多参与|分享|记录|反馈,96973,50,0 个
abc283710362,101,中级农民-加分请看右边栏-多参与|分享|记录|反馈,100864,50,0 个
Dwight,95,新农上路-加分请看每个版右边栏,102069,10,0 个
wangyiex523,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,83769,50,0 个
deceit,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,105526,50,0 个
yls0327,4184,版主,81692,150,0 个
yanyanlr,12045,超级版主,51882,255,0 个
RonHe,6302,版主,55635,150,14 个
mymiracle,358,中级农民-加分请看右边栏-多参与|分享|记录|反馈,81180,50,0 个
sailera,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,106038,1,0 个
stephanieweng,128,中级农民-加分请看右边栏-多参与|分享|记录|反馈,83355,50,0 个
eulx,101,禁止访问,94448,0,0 个
carol3344,132,中级农民-加分请看右边栏-多参与|分享|记录|反馈,41459,50,0 个
53108012,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,97660,50,0 个
singa,139,中级农民-加分请看右边栏-多参与|分享|记录|反馈,75053,50,0 个
zhulaker,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,106124,1,0 个
daniel蛋碎了,2,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,106482,1,0 个
chmmcc,96,新农上路-加分请看每个版右边栏,107274,10,0 个
MIUMIU,183,中级农民-加分请看右边栏-多参与|分享|记录|反馈,102825,50,0 个
AlstonLYG,1216,高级农民,86152,80,9 个
Shark!,103,中级农民-加分请看右边栏-多参与|分享|记录|反馈,107087,50,0 个
zhibolau,96,新农上路-加分请看每个版右边栏,106381,10,0 个
chargerhe,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,106160,1,0 个
janexu,108,中级农民-加分请看右边栏-多参与|分享|记录|反馈,96322,50,0 个
笑而不语啦,103,中级农民-加分请看右边栏-多参与|分享|记录|反馈,89589,50,0 个
zxwang,100,中级农民-加分请看右边栏-多参与|分享|记录|反馈,89787,50,0 个
yahoozoule,1,禁止发言,88095,0,0 个
mingmingbupt,99,新农上路-加分请看每个版右边栏,62985,10,0 个
laienlaien,90,新农上路-加分请看每个版右边栏,92054,10,0 个
owen_shine,0,邮箱已验证-请阅读论坛左上角新农必入区说明按规矩报到,95080,1,0 个
wintwelve,176,中级农民-加分请看右边栏-多参与|分享|记录|反馈,75281,50,0 个
guaitt,82,新农上路-加分请看每个版右边栏,96042,10,0 个
rmcer,364,中级农民-加分请看右边栏-多参与|分享|记录|反馈,76774,50,0 个
Warren,151,中级农民-加分请看右边栏-多参与|分享|记录|反馈,100742,50,0 个
